Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
12/15/2013,15,December,2013,62,Adults (35-64),Female,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,243,225,468
12/15/2015,15,December,2015,62,Adults (35-64),Female,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,340,315,655
4/22/2014,22,April,2014,45,Adults (35-64),Male,Australia,Victoria,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,349,315,664
4/22/2016,22,April,2016,45,Adults (35-64),Male,Australia,Victoria,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,199,180,379
1/10/2014,10,January,2014,45,Adults (35-64),Male,Australia,Queensland,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,502,405,907
1/10/2016,10,January,2016,45,Adults (35-64),Male,Australia,Queensland,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,446,360,806
7/15/2013,15,July,2013,41,Adults (35-64),Male,Australia,Queensland,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120,558,450,1008
7/15/2015,15,July,2015,41,Adults (35-64),Male,Australia,Queensland,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,502,405,907
5/8/2014,8,May,2014,35,Adults (35-64),Female,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,18,45,120,1307,810,2117
5/8/2016,8,May,2016,35,Adults (35-64),Female,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,15,45,120,1089,675,1764
8/16/2013,16,August,2013,25,Young Adults (25-34),Male,Germany,Hamburg,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,200,135,335
8/16/2015,16,August,2015,25,Young Adults (25-34),Male,Germany,Hamburg,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,333,225,558
10/10/2013,10,October,2013,40,Adults (35-64),Female,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,97,90,187
10/10/2015,10,October,2015,40,Adults (35-64),Female,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,49,45,94
12/30/2013,30,December,2013,40,Adults (35-64),Female,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,340,315,655
12/30/2015,30,December,2015,40,Adults (35-64),Female,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,292,270,562
4/29/2014,29,April,2014,40,Adults (35-64),Female,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,49,45,94
4/29/2016,29,April,2016,40,Adults (35-64),Female,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,49,45,94
7/18/2014,18,July,2014,40,Adults (35-64),Female,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,590,360,950
7/18/2016,18,July,2016,40,Adults (35-64),Female,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120,738,450,1188
10/21/2013,21,October,2013,38,Adults (35-64),Female,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,211,135,346
10/21/2015,21,October,2015,38,Adults (35-64),Female,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,70,45,115
6/10/2014,10,June,2014,29,Young Adults (25-34),Female,France,Hauts de Seine,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,133,90,223
6/10/2016,10,June,2016,29,Young Adults (25-34),Female,France,Hauts de Seine,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,133,90,223
3/10/2014,10,March,2014,29,Young Adults (25-34),Male,France,Seine (Paris),Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,53,45,98
3/10/2016,10,March,2016,29,Young Adults (25-34),Male,France,Seine (Paris),Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,107,90,197
5/3/2014,3,May,2014,51,Adults (35-64),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,12,45,120,871,540,1411
5/3/2016,3,May,2016,51,Adults (35-64),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,14,45,120,1016,630,1646
4/27/2014,27,April,2014,44,Adults (35-64),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,369,225,594
4/27/2016,27,April,2016,44,Adults (35-64),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,517,315,832
4/20/2014,20,April,2014,39,Adults (35-64),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,148,90,238
4/20/2016,20,April,2016,39,Adults (35-64),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,74,45,119
10/23/2013,23,October,2013,38,Adults (35-64),Female,Australia,Queensland,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,223,180,403
10/23/2015,23,October,2015,38,Adults (35-64),Female,Australia,Queensland,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,112,90,202
9/11/2013,11,September,2013,19,Youth (<25),Male,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,194,180,374
9/11/2015,11,September,2015,19,Youth (<25),Male,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,243,225,468
6/25/2014,25,June,2014,62,Adults (35-64),Female,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,25,45,120,1815,1125,2940
6/25/2016,25,June,2016,62,Adults (35-64),Female,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,22,45,120,1597,990,2587
5/22/2014,22,May,2014,37,Adults (35-64),Female,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,581,360,941
5/22/2016,22,May,2016,37,Adults (35-64),Female,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,581,360,941
6/9/2014,9,June,2014,37,Adults (35-64),Female,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,145,90,235
6/9/2016,9,June,2016,37,Adults (35-64),Female,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,73,45,118
3/10/2014,10,March,2014,43,Adults (35-64),Female,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,369,225,594
3/10/2016,10,March,2016,43,Adults (35-64),Female,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,443,270,713
9/26/2013,26,September,2013,45,Adults (35-64),Male,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,243,225,468
9/26/2015,26,September,2015,45,Adults (35-64),Male,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,340,315,655
4/17/2014,17,April,2014,26,Young Adults (25-34),Male,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,23,45,120,1615,1035,2650
4/17/2016,17,April,2016,26,Young Adults (25-34),Male,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,22,45,120,1544,990,2534
5/15/2014,15,May,2014,26,Young Adults (25-34),Male,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,281,180,461
5/15/2016,15,May,2016,26,Young Adults (25-34),Male,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,70,45,115
2/1/2014,1,February,2014,35,Adults (35-64),Female,Germany,Hessen,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,133,90,223
2/1/2016,1,February,2016,35,Adults (35-64),Female,Germany,Hessen,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,67,45,112
4/29/2014,29,April,2014,29,Young Adults (25-34),Male,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,70,45,115
4/29/2016,29,April,2016,29,Young Adults (25-34),Male,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,70,45,115
9/11/2013,11,September,2013,39,Adults (35-64),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,653,405,1058
9/11/2015,11,September,2015,39,Adults (35-64),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,653,405,1058
7/10/2014,10,July,2014,39,Adults (35-64),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,581,360,941
7/10/2016,10,July,2016,39,Adults (35-64),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,436,270,706
12/29/2013,29,December,2013,17,Youth (<25),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,517,315,832
12/29/2015,29,December,2015,17,Youth (<25),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,443,270,713
6/26/2014,26,June,2014,61,Adults (35-64),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,22,45,120,1624,990,2614
6/26/2016,26,June,2016,61,Adults (35-64),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,22,45,120,1624,990,2614
3/28/2014,28,March,2014,54,Adults (35-64),Female,Canada,Alberta,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,525,315,840
3/28/2016,28,March,2016,54,Adults (35-64),Female,Canada,Alberta,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,375,225,600
6/28/2014,28,June,2014,48,Adults (35-64),Female,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,421,270,691
6/28/2016,28,June,2016,48,Adults (35-64),Female,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,281,180,461
2/26/2014,26,February,2014,24,Youth (<25),Male,Australia,Victoria,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,448,405,853
2/26/2016,26,February,2016,24,Youth (<25),Male,Australia,Victoria,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120,498,450,948
7/29/2014,29,July,2014,35,Adults (35-64),Male,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,19,45,120,1334,855,2189
7/29/2016,29,July,2016,35,Adults (35-64),Male,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,16,45,120,1123,720,1843
7/14/2014,14,July,2014,49,Adults (35-64),Male,Australia,South Australia,Accessories,Bike Racks,Hitch Rack - 4-Bike,17,45,120,908,765,1673
7/14/2016,14,July,2016,49,Adults (35-64),Male,Australia,South Australia,Accessories,Bike Racks,Hitch Rack - 4-Bike,17,45,120,908,765,1673
11/19/2013,19,November,2013,19,Youth (<25),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,145,90,235
11/19/2015,19,November,2015,19,Youth (<25),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,218,135,353
4/6/2014,6,April,2014,42,Adults (35-64),Male,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,421,270,691
4/6/2016,6,April,2016,42,Adults (35-64),Male,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,491,315,806
6/21/2014,21,June,2014,42,Adults (35-64),Male,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,23,45,120,1615,1035,2650
6/21/2016,21,June,2016,42,Adults (35-64),Male,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,24,45,120,1685,1080,2765
5/22/2014,22,May,2014,44,Adults (35-64),Female,France,Yveline,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,185,180,365
5/22/2016,22,May,2016,44,Adults (35-64),Female,France,Yveline,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,92,90,182
5/4/2014,4,May,2014,45,Adults (35-64),Female,France,Hauts de Seine,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120,666,450,1116
5/4/2016,4,May,2016,45,Adults (35-64),Female,France,Hauts de Seine,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,466,315,781
12/7/2013,7,December,2013,27,Young Adults (25-34),Male,France,Seine Saint Denis,Accessories,Bike Racks,Hitch Rack - 4-Bike,21,45,120,1121,945,2066
12/7/2015,7,December,2015,27,Young Adults (25-34),Male,France,Seine Saint Denis,Accessories,Bike Racks,Hitch Rack - 4-Bike,22,45,120,1175,990,2165
8/25/2013,25,August,2013,22,Youth (<25),Male,France,Yveline,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,92,90,182
8/25/2015,25,August,2015,22,Youth (<25),Male,France,Yveline,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,92,90,182
10/1/2013,1,October,2013,23,Youth (<25),Female,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,211,135,346
10/1/2015,1,October,2015,23,Youth (<25),Female,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,70,45,115
1/3/2014,3,January,2014,58,Adults (35-64),Male,France,Seine (Paris),Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,214,180,394
1/3/2016,3,January,2016,58,Adults (35-64),Male,France,Seine (Paris),Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,320,270,590
10/26/2013,26,October,2013,18,Youth (<25),Male,Australia,South Australia,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,481,405,886
10/26/2015,26,October,2015,18,Youth (<25),Male,Australia,South Australia,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120,534,450,984
10/13/2013,13,October,2013,23,Youth (<25),Female,France,Nord,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,416,315,731
10/13/2015,13,October,2015,23,Youth (<25),Female,France,Nord,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,535,405,940
11/24/2013,24,November,2013,46,Adults (35-64),Male,Australia,New South Wales,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120,594,450,1044
11/24/2015,24,November,2015,46,Adults (35-64),Male,Australia,New South Wales,Accessories,Bike Racks,Hitch Rack - 4-Bike,12,45,120,713,540,1253
11/25/2013,25,November,2013,46,Adults (35-64),Male,Australia,New South Wales,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,297,225,522
11/25/2015,25,November,2015,46,Adults (35-64),Male,Australia,New South Wales,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,416,315,731
5/2/2014,2,May,2014,52,Adults (35-64),Female,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120,738,450,1188
5/2/2016,2,May,2016,52,Adults (35-64),Female,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,664,405,1069
3/9/2014,9,March,2014,47,Adults (35-64),Female,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,70,45,115
3/9/2016,9,March,2016,47,Adults (35-64),Female,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,70,45,115
3/14/2014,14,March,2014,25,Young Adults (25-34),Male,France,Nord,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,297,225,522
3/14/2016,14,March,2016,25,Young Adults (25-34),Male,France,Nord,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,178,135,313
12/1/2013,1,December,2013,49,Adults (35-64),Female,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,421,270,691
12/1/2015,1,December,2015,49,Adults (35-64),Female,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,421,270,691
6/30/2014,30,June,2014,32,Young Adults (25-34),Male,Australia,Victoria,Accessories,Bike Racks,Hitch Rack - 4-Bike,12,45,120,598,540,1138
6/30/2016,30,June,2016,32,Young Adults (25-34),Male,Australia,Victoria,Accessories,Bike Racks,Hitch Rack - 4-Bike,13,45,120,647,585,1232
2/28/2014,28,February,2014,36,Adults (35-64),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,15,45,120,1089,675,1764
2/28/2016,28,February,2016,36,Adults (35-64),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,16,45,120,1162,720,1882
5/13/2014,13,May,2014,42,Adults (35-64),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,590,360,950
5/13/2016,13,May,2016,42,Adults (35-64),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,664,405,1069
5/3/2014,3,May,2014,34,Young Adults (25-34),Male,Germany,Saarland,Accessories,Bike Racks,Hitch Rack - 4-Bike,19,45,120,1015,855,1870
5/3/2016,3,May,2016,34,Young Adults (25-34),Male,Germany,Saarland,Accessories,Bike Racks,Hitch Rack - 4-Bike,16,45,120,854,720,1574
8/8/2013,8,August,2013,25,Young Adults (25-34),Female,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,369,225,594
8/8/2015,8,August,2015,25,Young Adults (25-34),Female,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,443,270,713
3/18/2014,18,March,2014,39,Adults (35-64),Male,France,Seine Saint Denis,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,374,315,689
3/18/2016,18,March,2016,39,Adults (35-64),Male,France,Seine Saint Denis,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,481,405,886
4/18/2014,18,April,2014,39,Adults (35-64),Male,France,Seine Saint Denis,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,427,360,787
4/18/2016,18,April,2016,39,Adults (35-64),Male,France,Seine Saint Denis,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,267,225,492
3/1/2014,1,March,2014,30,Young Adults (25-34),Female,France,Yveline,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,323,315,638
3/1/2016,1,March,2016,30,Young Adults (25-34),Female,France,Yveline,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,185,180,365
8/28/2013,28,August,2013,54,Adults (35-64),Female,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,443,270,713
8/28/2015,28,August,2015,54,Adults (35-64),Female,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,443,270,713
3/25/2014,25,March,2014,29,Young Adults (25-34),Male,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,340,315,655
3/25/2016,25,March,2016,29,Young Adults (25-34),Male,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,292,270,562
12/31/2013,31,December,2013,31,Young Adults (25-34),Female,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,15,45,120,729,675,1404
12/31/2015,31,December,2015,31,Young Adults (25-34),Female,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,12,45,120,583,540,1123
4/13/2014,13,April,2014,40,Adults (35-64),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,369,225,594
4/13/2016,13,April,2016,40,Adults (35-64),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,148,90,238
4/30/2014,30,April,2014,40,Adults (35-64),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,443,270,713
4/30/2016,30,April,2016,40,Adults (35-64),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,369,225,594
10/3/2013,3,October,2013,25,Young Adults (25-34),Male,France,Essonne,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,491,315,806
10/3/2015,3,October,2015,25,Young Adults (25-34),Male,France,Essonne,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,491,315,806
2/28/2014,28,February,2014,22,Youth (<25),Female,Germany,Saarland,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,160,135,295
2/28/2016,28,February,2016,22,Youth (<25),Female,Germany,Saarland,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,160,135,295
5/5/2014,5,May,2014,34,Young Adults (25-34),Male,Germany,Bayern,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,369,225,594
5/5/2016,5,May,2016,34,Young Adults (25-34),Male,Germany,Bayern,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,517,315,832
1/27/2014,27,January,2014,33,Young Adults (25-34),Male,Australia,Victoria,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,149,135,284
1/27/2016,27,January,2016,33,Young Adults (25-34),Male,Australia,Victoria,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,50,45,95
10/23/2013,23,October,2013,62,Adults (35-64),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,581,360,941
10/23/2015,23,October,2015,62,Adults (35-64),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,653,405,1058
6/5/2014,5,June,2014,42,Adults (35-64),Male,France,Seine (Paris),Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,267,225,492
6/5/2016,5,June,2016,42,Adults (35-64),Male,France,Seine (Paris),Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,267,225,492
11/21/2013,21,November,2013,47,Adults (35-64),Male,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,8,45,120,562,360,922
11/21/2015,21,November,2015,47,Adults (35-64),Male,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,491,315,806
8/25/2013,25,August,2013,26,Young Adults (25-34),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,221,135,356
8/25/2015,25,August,2015,26,Young Adults (25-34),Male,Canada,British Columbia,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,148,90,238
1/20/2014,20,January,2014,45,Adults (35-64),Male,Germany,Saarland,Accessories,Bike Racks,Hitch Rack - 4-Bike,10,45,120,534,450,984
1/20/2016,20,January,2016,45,Adults (35-64),Male,Germany,Saarland,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,374,315,689
9/19/2013,19,September,2013,22,Youth (<25),Female,Australia,New South Wales,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,119,90,209
9/19/2015,19,September,2015,22,Youth (<25),Female,Australia,New South Wales,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,59,45,104
11/13/2013,13,November,2013,57,Adults (35-64),Male,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,437,405,842
11/13/2015,13,November,2015,57,Adults (35-64),Male,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,340,315,655
5/3/2014,3,May,2014,49,Adults (35-64),Female,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,145,90,235
5/3/2016,3,May,2016,49,Adults (35-64),Female,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,218,135,353
7/4/2014,4,July,2014,61,Adults (35-64),Male,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,97,90,187
7/4/2016,4,July,2016,61,Adults (35-64),Male,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,97,90,187
9/18/2013,18,September,2013,40,Adults (35-64),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,436,270,706
9/18/2015,18,September,2015,40,Adults (35-64),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,363,225,588
4/10/2014,10,April,2014,40,Adults (35-64),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,3,45,120,218,135,353
4/10/2016,10,April,2016,40,Adults (35-64),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,290,180,470
3/9/2014,9,March,2014,38,Adults (35-64),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,145,90,235
3/9/2016,9,March,2016,38,Adults (35-64),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,73,45,118
5/5/2014,5,May,2014,38,Adults (35-64),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,290,180,470
5/5/2016,5,May,2016,38,Adults (35-64),Male,United States,California,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,73,45,118
6/16/2014,16,June,2014,56,Adults (35-64),Male,Germany,Bayern,Accessories,Bike Racks,Hitch Rack - 4-Bike,22,45,120,1624,990,2614
6/16/2016,16,June,2016,56,Adults (35-64),Male,Germany,Bayern,Accessories,Bike Racks,Hitch Rack - 4-Bike,20,45,120,1476,900,2376
4/23/2014,23,April,2014,36,Adults (35-64),Male,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,13,45,120,632,585,1217
4/23/2016,23,April,2016,36,Adults (35-64),Male,United States,Washington,Accessories,Bike Racks,Hitch Rack - 4-Bike,13,45,120,632,585,1217
10/2/2013,2,October,2013,37,Adults (35-64),Female,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,349,270,619
10/2/2015,2,October,2015,37,Adults (35-64),Female,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,349,270,619
8/18/2013,18,August,2013,43,Adults (35-64),Male,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,349,270,619
8/18/2015,18,August,2015,43,Adults (35-64),Male,United States,Oregon,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,349,270,619
9/8/2013,8,September,2013,44,Adults (35-64),Female,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,2,45,120,140,90,230
9/8/2015,8,September,2015,44,Adults (35-64),Female,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,70,45,115
9/3/2013,3,September,2013,45,Adults (35-64),Female,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,5,45,120,351,225,576
9/3/2015,3,September,2015,45,Adults (35-64),Female,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,421,270,691
8/23/2013,23,August,2013,18,Youth (<25),Female,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,4,45,120,281,180,461
8/23/2015,23,August,2015,18,Youth (<25),Female,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,1,45,120,70,45,115
10/3/2013,3,October,2013,18,Youth (<25),Female,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,632,405,1037
10/3/2015,3,October,2015,18,Youth (<25),Female,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,9,45,120,632,405,1037
10/25/2013,25,October,2013,18,Youth (<25),Female,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,421,270,691
10/25/2015,25,October,2015,18,Youth (<25),Female,United Kingdom,England,Accessories,Bike Racks,Hitch Rack - 4-Bike,6,45,120,421,270,691
9/14/2013,14,September,2013,45,Adults (35-64),Male,Germany,Nordrhein-Westfalen,Accessories,Bike Racks,Hitch Rack - 4-Bike,7,45,120,416,315,731
